,time,latitude,longitude,depth,mag,magType,id,updated,place,type,horizontalError,depthError,locationSource,magSource
289,2015-10-23 00:27:39.560000+00:00,29.6377,70.326,11.0,5.6,mww,us10003qv5,2022-08-01T13:15:05.654Z,"10 km NNW of Dajal, Pakistan",earthquake,7.9,1.8,us,us
290,2015-10-22 23:07:38.970000+00:00,50.8008,-129.9621,10.0,5.1,mww,us10003qur,2022-08-01T13:14:10.998Z,"204 km W of Port McNeill, Canada",earthquake,5.1,1.9,us,us
291,2015-10-22 17:47:42.110000+00:00,17.9213,147.1916,4.23,5.3,mwb,us10003qs7,2016-11-10T21:56:52.752Z,Mariana Islands region,earthquake,9.3,3.4,us,us
292,2015-10-22 07:50:29.880000+00:00,-27.8728,74.027,10.0,5.0,mb,us10003qmp,2016-11-10T21:56:49.250Z,Mid-Indian Ridge,earthquake,10.5,1.8,us,us
293,2015-10-22 01:17:10.320000+00:00,-60.3389,-45.3599,15.26,5.3,mww,us10003qjz,2022-05-03T19:05:08.187Z,Scotia Sea,earthquake,7.8,3.2,us,us
294,2015-10-22 00:32:28.420000+00:00,-27.7741,74.0613,10.0,5.2,mwb,us10003qj8,2016-11-10T21:56:44.400Z,Mid-Indian Ridge,earthquake,8.5,1.4,us,us
295,2015-10-21 06:04:49.160000+00:00,37.3186,141.0771,24.16,5.3,mww,us10003q5k,2022-08-01T13:00:17.871Z,"19 km SSE of Namie, Japan",earthquake,6.1,3.7,us,us
296,2015-10-20 21:52:02.560000+00:00,-14.8595,167.3028,135.0,7.1,mww,us10003q0q,2022-08-01T12:56:36.835Z,"31 km NE of Port-Olry, Vanuatu",earthquake,4.3,1.8,us,us
297,2015-10-20 20:33:12.060000+00:00,-57.4332,-65.8872,9.08,5.6,mww,us10003pzw,2024-01-17T21:09:30.947Z,Drake Passage,earthquake,7.5,3.2,us,us
298,2015-10-20 10:06:14.040000+00:00,-30.7867,-71.4045,46.02,5.0,mww,us10003pvh,2022-08-01T12:48:12.824Z,"Near the coast of Coquimbo, Chile",earthquake,4.9,4.0,us,us
299,2015-10-20 09:29:08.790000+00:00,27.0743,140.2123,304.0,5.7,mww,us10003pv2,2024-01-17T21:09:28.987Z,"Bonin Islands, Japan region",earthquake,7.0,1.8,us,us
300,2015-10-20 00:36:54.450000+00:00,12.8678,143.9008,78.0,5.4,mww,us10003ptl,2022-08-01T12:40:54.952Z,"94 km WSW of Merizo Village, Guam",earthquake,7.1,1.8,us,us
301,2015-10-19 14:30:58.950000+00:00,-7.8487,102.3868,10.0,5.0,mb,us10003pnf,2016-01-15T20:51:15.040Z,"southwest of Sumatra, Indonesia",earthquake,9.2,1.8,us,us
302,2015-10-19 13:50:41.620000+00:00,13.8654,120.6172,106.0,5.8,mww,us10003pnb,2022-08-01T12:24:42.970Z,"2 km W of Balitoc, Philippines",earthquake,7.5,1.8,us,us
303,2015-10-19 02:17:37.110000+00:00,24.7696,122.0479,10.0,5.3,mww,us10003pkj,2022-08-01T12:15:35.785Z,"29 km E of Yilan, Taiwan",earthquake,3.0,1.4,us,us
304,2015-10-18 18:17:25.160000+00:00,-16.1298,-173.3627,10.0,5.1,mb,us10003pj2,2022-05-03T17:34:40.621Z,"50 km ESE of Hihifo, Tonga",earthquake,12.3,1.8,us,us
305,2015-10-18 16:23:37.770000+00:00,-16.1099,-173.3031,10.0,5.1,mb,us10003pig,2022-05-03T17:33:18.045Z,"55 km ESE of Hihifo, Tonga",earthquake,11.1,1.8,us,us
306,2015-10-18 16:18:35.520000+00:00,-16.2018,-173.2608,12.0,6.0,mww,us10003pie,2022-05-03T17:33:12.226Z,"63 km ESE of Hihifo, Tonga",earthquake,9.4,1.7,us,us
307,2015-10-18 13:00:20.020000+00:00,2.8811,126.4992,42.61,5.0,mb,us10003phr,2016-01-15T20:51:05.040Z,"210 km NW of Tobelo, Indonesia",earthquake,7.1,6.0,us,us
308,2015-10-17 21:02:30.450000+00:00,-20.1145,169.2264,43.43,5.3,mb,us10003pem,2022-05-03T17:33:10.977Z,"63 km S of Isangel, Vanuatu",earthquake,3.4,4.7,us,us
309,2015-10-17 20:44:53.910000+00:00,-5.0806,152.9273,50.79,5.4,mb,us10003pei,2022-05-03T17:33:09.774Z,"109 km SE of Kokopo, Papua New Guinea",earthquake,2.4,5.1,us,us
310,2015-10-17 17:52:19.940000+00:00,-42.6607,-82.4526,10.13,5.6,mww,us10003pdi,2022-05-03T17:33:08.619Z,West Chile Rise,earthquake,9.9,3.6,us,us
311,2015-10-17 11:39:05.210000+00:00,-55.7445,-27.546,3.44,5.0,mb,us10003qxq,2016-01-15T20:50:56.040Z,South Sandwich Islands region,earthquake,18.2,4.2,us,us
312,2015-10-17 11:33:08.950000+00:00,-25.4674,-64.4839,17.0,5.8,mww,us10003pc9,2022-05-03T17:33:07.390Z,"19 km ESE of El Galpón, Argentina",earthquake,6.8,1.7,us,us
313,2015-10-16 06:38:26.180000+00:00,55.5962,159.2114,285.0,5.6,mww,us10003p25,2022-05-03T19:04:59.872Z,"27 km W of Atlasovo, Russia",earthquake,8.3,1.9,us,us
314,2015-10-15 10:07:28.140000+00:00,-2.5015,-78.7623,97.13,5.4,mww,us10003nud,2022-08-01T11:28:06.725Z,"20 km ENE of Cañar, Ecuador",earthquake,7.7,4.5,us,us
315,2015-10-14 07:47:18.980000+00:00,7.6522,-73.3038,125.68,5.0,mww,us10003niy,2022-08-01T11:08:30.616Z,"15 km SE of San Alberto, Colombia",earthquake,6.5,4.9,us,us
316,2015-10-14 05:49:43.100000+00:00,49.0145,156.173,10.0,5.0,mb,us10003nig,2016-01-11T21:07:26.040Z,"184 km S of Severo-Kuril’sk, Russia",earthquake,8.8,1.8,us,us
317,2015-10-14 05:43:08.300000+00:00,48.8595,156.2259,12.0,6.0,mww,us10003nib,2022-05-03T17:33:03.795Z,"202 km S of Severo-Kuril’sk, Russia",earthquake,7.6,1.7,us,us
318,2015-10-14 02:47:07.760000+00:00,1.8125,128.3198,88.18,5.1,mb,us10003nhu,2016-11-10T21:56:01.398Z,"35 km ENE of Tobelo, Indonesia",earthquake,6.8,4.9,us,us
319,2015-10-12 10:04:15.950000+00:00,34.2965,98.2297,11.45,5.1,mb,us10003myf,2022-05-03T17:33:00.340Z,"Southern Qinghai, China",earthquake,7.9,3.8,us,us
320,2015-10-12 08:05:01.600000+00:00,-40.5837,176.2884,22.0,5.6,mww,us10003mxv,2022-08-01T10:45:57.864Z,"35 km N of Castlepoint, New Zealand",earthquake,5.6,1.8,us,us
321,2015-10-12 07:23:25.790000+00:00,11.877,57.8101,10.0,5.2,mb,us10003mxr,2016-11-10T21:55:48.580Z,Owen Fracture Zone region,earthquake,9.1,1.8,us,us
322,2015-10-12 04:35:40.770000+00:00,7.5362,-77.476,10.0,5.2,mb,us10003mxh,2022-08-01T10:45:03.191Z,"40 km WNW of Riosucio, Colombia",earthquake,5.6,1.8,us,us
323,2015-10-12 03:31:32.270000+00:00,-31.1866,-71.8325,19.65,5.0,mwr,us10003mxb,2016-01-11T21:07:21.040Z,"80 km NW of Illapel, Chile",earthquake,5.8,3.0,us,guc
324,2015-10-12 03:15:19.160000+00:00,-31.1849,-71.8227,21.0,5.6,mww,us10003mxa,2022-05-03T18:13:44.635Z,"79 km NW of Illapel, Chile",earthquake,5.1,1.8,us,us
325,2015-10-11 13:32:02.930000+00:00,46.7488,152.4956,64.2,5.0,mb,us10003muv,2016-11-10T21:55:43.827Z,Kuril Islands,earthquake,8.3,4.6,us,us
326,2015-10-11 00:58:27.170000+00:00,-54.4856,-135.708,10.0,6.1,mww,us10003mrv,2022-05-03T17:32:59.208Z,Pacific-Antarctic Ridge,earthquake,6.2,1.7,us,us
327,2015-10-10 09:04:01.020000+00:00,-8.0486,107.4009,35.0,5.2,mb,us10003mnt,2022-08-01T10:23:36.024Z,"94 km S of Banjar, Indonesia",earthquake,7.4,1.9,us,us
328,2015-10-10 08:56:05.410000+00:00,-60.7167,-20.8492,10.0,5.5,mww,us10003mns,2022-05-03T19:04:57.205Z,east of the South Sandwich Islands,earthquake,10.3,1.7,us,us
329,2015-10-10 07:31:07.610000+00:00,-19.0689,169.5158,256.99,5.1,mb,us10003mnk,2016-11-10T21:55:35.417Z,"57 km NNE of Isangel, Vanuatu",earthquake,8.4,2.7,us,us
330,2015-10-09 18:27:36.650000+00:00,-31.7323,-71.7325,35.0,5.5,mww,us10003mjs,2022-05-03T17:32:53.111Z,"54 km WSW of Illapel, Chile",earthquake,3.9,1.8,us,us
331,2015-10-09 17:34:50.660000+00:00,-32.1903,-177.892,10.0,5.1,mb,us10003mjg,2016-11-10T21:55:31.279Z,south of the Kermadec Islands,earthquake,8.0,1.8,us,us
332,2015-10-09 16:28:25.360000+00:00,-0.0241,123.8928,96.26,5.1,mb,us10003mj0,2022-08-01T10:17:44.255Z,"111 km SE of Gorontalo, Indonesia",earthquake,7.9,5.7,us,us
333,2015-10-09 14:39:15+00:00,40.6847,36.6897,5.0,5.1,mwr,us10003mgj,2022-08-01T10:16:46.355Z,"10 km E of Erbaa, Turkey",earthquake,5.3,1.9,isk,us
334,2015-10-09 02:33:33.890000+00:00,-57.4121,-24.7532,3.81,5.0,mb,us10003mdm,2016-01-11T21:07:16.040Z,South Sandwich Islands region,earthquake,10.7,3.3,us,us
335,2015-10-08 00:05:53+00:00,52.2166,-168.4385,25.0,5.1,mb,us10003l21,2023-07-27T19:58:39.318Z,"85 km SSE of Nikolski, Alaska",earthquake,3.7,4.4,ak,us
336,2015-10-07 23:43:23.160000+00:00,52.2555,-168.4638,9.33,5.1,mwb,us10003l1m,2023-07-27T19:58:37.079Z,"80 km SSE of Nikolski, Alaska",earthquake,4.8,3.3,us,us
337,2015-10-07 03:50:33.440000+00:00,-30.2705,-177.8803,27.64,5.0,mb,us10003kv9,2016-01-04T22:29:28.040Z,"Kermadec Islands, New Zealand",earthquake,9.0,4.5,us,us
338,2015-10-07 02:30:21.560000+00:00,-3.932,-104.1362,10.0,5.4,mwb,us10003kus,2016-11-10T21:55:22.712Z,central East Pacific Rise,earthquake,14.0,1.9,us,us
339,2015-10-06 21:27:33+00:00,36.1682,29.8952,22.4,5.2,mww,us10003ksq,2022-08-01T09:52:32.618Z,"11 km SW of Demre, Turkey",earthquake,5.6,3.6,isk,us
340,2015-10-06 09:21:23.740000+00:00,12.1177,-88.9955,29.55,5.1,mb,us10003knh,2016-11-10T21:55:17.397Z,"137 km SSW of Puerto El Triunfo, El Salvador",earthquake,6.4,3.9,us,us
341,2015-10-05 17:35:54.870000+00:00,51.9487,-179.2558,90.82,5.7,mww,us10003kgq,2023-07-27T19:46:23.670Z,"180 km W of Adak, Alaska",earthquake,5.6,3.4,us,us
342,2015-10-05 16:33:26.780000+00:00,-30.3035,-71.5318,34.0,5.9,mww,us10003kg9,2022-05-03T19:04:53.532Z,"43 km SSW of Coquimbo, Chile",earthquake,4.4,1.7,us,us
343,2015-10-05 01:09:35.410000+00:00,-35.119,179.9587,41.57,5.0,mb,us10003kaz,2016-11-10T21:55:08.572Z,off the east coast of the North Island of New Zealand,earthquake,9.5,5.0,us,us
344,2015-10-04 14:50:34.390000+00:00,-16.2684,-72.1052,92.0,5.3,mww,us10003k7q,2022-08-01T09:25:09.473Z,"14 km NE of El Pedregal, Peru",earthquake,8.5,1.9,us,us
345,2015-10-04 10:11:56+00:00,-30.656,-71.627,29.9,5.0,mww,us10003k6h,2022-05-03T17:32:47.186Z,"41 km W of Ovalle, Chile",earthquake,4.2,3.3,guc,us
346,2015-10-04 03:49:49.460000+00:00,-30.3105,-72.1018,5.89,5.5,mww,us10003k53,2022-08-01T09:24:14.307Z,"83 km WSW of Coquimbo, Chile",earthquake,5.4,2.9,us,us
347,2015-10-03 11:21:01.700000+00:00,-29.8205,-71.7255,28.54,5.1,mww,us10003k08,2022-08-01T09:16:00.735Z,"40 km WNW of Coquimbo, Chile",earthquake,4.5,3.6,us,us
348,2015-10-03 09:43:58.510000+00:00,-26.2415,70.8156,10.0,5.4,mb,us10003jzi,2016-11-10T21:54:57.888Z,Indian Ocean Triple Junction,earthquake,9.6,1.8,us,us
349,2015-10-03 08:23:49.150000+00:00,11.8584,-43.7352,10.0,5.0,mb,us10003jzd,2016-11-10T21:54:56.772Z,northern Mid-Atlantic Ridge,earthquake,5.9,1.8,us,us
350,2015-10-03 06:26:55.780000+00:00,-30.301,-71.551,38.0,5.9,mww,us10003jyt,2022-08-01T09:13:02.957Z,"43 km SSW of Coquimbo, Chile",earthquake,4.1,1.8,us,us
351,2015-10-03 06:03:42.080000+00:00,-37.4557,-73.6761,14.53,5.8,mww,us10003jyn,2022-05-03T17:32:46.075Z,"17 km N of Lebu, Chile",earthquake,3.8,3.4,us,us
352,2015-10-03 04:14:09.690000+00:00,-33.0345,-178.2791,10.0,5.0,mb,us10003jy6,2016-11-10T21:54:51.907Z,south of the Kermadec Islands,earthquake,9.5,1.8,us,us
353,2015-10-02 15:51:53.330000+00:00,1.3146,125.0141,109.83,5.2,mww,us10003js9,2016-11-10T21:54:46.635Z,"11 km E of Tondano, Indonesia",earthquake,7.1,0.6,us,us
354,2015-10-01 22:49:30.580000+00:00,-16.2664,-173.8606,91.49,5.4,mwb,us10003jmk,2016-11-10T21:54:44.857Z,"35 km SSW of Hihifo, Tonga",earthquake,7.8,3.9,us,us
355,2015-10-01 02:49:52.880000+00:00,-6.0758,103.6444,35.0,5.1,mww,us10003jei,2016-11-10T21:54:41.853Z,"192 km WSW of Bandar Lampung, Indonesia",earthquake,6.9,1.9,us,us
356,2015-10-01 00:05:00.810000+00:00,-6.0326,103.7117,34.0,5.3,mwb,us10003jdr,2016-11-10T21:54:40.056Z,"184 km WSW of Bandar Lampung, Indonesia",earthquake,6.7,1.7,us,us
357,2015-09-30 17:25:54.190000+00:00,18.0401,-101.3369,42.0,5.4,mww,us10003jb2,2022-08-01T08:41:43.610Z,"13 km N of Vallecitos de Zaragoza, Mexico",earthquake,7.6,1.8,us,us
358,2015-09-30 16:06:52.320000+00:00,-56.1948,-27.7153,101.0,5.7,mww,us10003j3j,2022-05-03T17:32:51.961Z,South Sandwich Islands region,earthquake,9.2,1.8,us,us
359,2015-09-30 02:11:23.110000+00:00,-7.2019,154.4642,22.08,5.0,mb,us10003j1p,2015-12-28T23:08:51.040Z,"149 km SW of Panguna, Papua New Guinea",earthquake,6.8,5.5,us,us
360,2015-09-29 23:20:50.760000+00:00,-2.5588,140.1977,19.0,5.4,mwb,us10003iz7,2022-08-01T08:37:58.739Z,"near the north coast of Papua, Indonesia",earthquake,8.4,1.7,us,us
361,2015-09-29 19:53:21.260000+00:00,-3.3818,146.404,12.26,5.2,mwb,us10003iy5,2022-08-01T08:34:10.001Z,"177 km SSW of Lorengau, Papua New Guinea",earthquake,8.1,3.5,us,us
362,2015-09-29 17:50:14.500000+00:00,1.61,128.5578,53.1,5.0,mb,us10003ix4,2016-11-10T21:54:29.669Z,"62 km ESE of Tobelo, Indonesia",earthquake,5.7,6.6,us,us
363,2015-09-29 15:35:16.820000+00:00,-5.4388,152.0728,21.0,5.2,mwb,us10003ivk,2022-05-03T18:29:15.261Z,"123 km S of Kokopo, Papua New Guinea",earthquake,3.8,1.8,us,us
364,2015-09-29 15:02:13.920000+00:00,17.8081,-102.2965,19.83,5.0,mb,us10003iv8,2022-08-01T08:31:16.360Z,"19 km SSW of Ciudad Lázaro Cárdenas, Mexico",earthquake,4.6,3.0,us,us
365,2015-09-29 08:46:50.590000+00:00,40.3094,143.6835,10.0,5.2,mwr,us10003iqu,2022-08-01T08:26:33.279Z,"166 km ENE of Miyako, Japan",earthquake,7.0,1.8,us,us
366,2015-09-28 15:28:05.790000+00:00,-23.8028,-66.6126,219.0,5.9,mww,us20003pnw,2022-08-01T08:18:09.452Z,"54 km NNW of San Antonio de los Cobres, Argentina",earthquake,7.7,1.8,us,us
367,2015-09-28 01:02:05.400000+00:00,20.127,-45.5007,10.0,5.1,mb,us20003pl3,2016-11-10T21:54:12.011Z,northern Mid-Atlantic Ridge,earthquake,5.8,1.8,us,us
368,2015-09-28 00:44:25.310000+00:00,20.0362,-45.4193,10.0,5.0,mb,us20003pl2,2015-12-28T23:08:46.040Z,northern Mid-Atlantic Ridge,earthquake,10.5,1.9,us,us
369,2015-09-28 00:42:23.560000+00:00,20.0927,-45.4602,10.0,5.4,mwc,us20003pkx,2016-11-10T21:54:10.818Z,northern Mid-Atlantic Ridge,earthquake,10.3,1.8,us,gcmt
370,2015-09-28 00:32:34.550000+00:00,20.2778,-45.6575,10.0,5.4,mwc,us20003pkv,2016-11-10T21:54:09.058Z,northern Mid-Atlantic Ridge,earthquake,7.5,1.5,us,gcmt
371,2015-09-27 22:00:26.580000+00:00,20.2754,-45.5941,10.0,5.0,mb,us20003pk2,2016-11-10T21:54:07.365Z,northern Mid-Atlantic Ridge,earthquake,9.3,1.9,us,us
372,2015-09-27 21:19:39.950000+00:00,20.267,-45.6499,10.0,5.0,mb,us20003pjr,2016-11-10T21:54:05.095Z,northern Mid-Atlantic Ridge,earthquake,10.3,1.8,us,us
373,2015-09-27 21:04:45+00:00,-31.669,-71.701,36.9,5.4,mwr,us20003pjl,2022-08-01T08:10:45.268Z,"50 km W of Illapel, Chile",earthquake,4.2,4.3,guc,guc
374,2015-09-27 02:56:13.740000+00:00,-7.1772,129.6047,107.0,5.5,mww,us20003pf6,2022-08-01T08:04:24.621Z,"Kepulauan Babar, Indonesia",earthquake,6.3,1.8,us,us
375,2015-09-26 21:40:35.400000+00:00,-57.0947,-142.4382,10.0,5.9,mwb,us20003pdw,2022-05-03T18:29:02.659Z,Pacific-Antarctic Ridge,earthquake,12.5,1.8,us,us
376,2015-09-26 18:17:24.870000+00:00,-6.278,151.6661,2.93,5.5,mb,us20003pcw,2016-11-10T21:53:57.116Z,"187 km ESE of Kimbe, Papua New Guinea",earthquake,6.2,2.6,us,us
377,2015-09-26 17:23:26.830000+00:00,5.2649,123.7966,516.0,5.5,mwb,us20003pci,2022-05-03T17:32:26.296Z,"112 km SSW of Malisbeng, Philippines",earthquake,6.3,1.9,us,us
378,2015-09-26 09:49:47.390000+00:00,42.2288,142.0037,85.8,5.0,mb,us20003pb3,2022-08-01T07:59:34.202Z,"32 km WSW of Shizunai-furukawach?, Japan",earthquake,7.2,2.0,us,us
379,2015-09-26 08:28:11.980000+00:00,-5.703,68.3485,10.0,5.0,mb,us20003pat,2016-11-10T21:53:51.431Z,Chagos Archipelago region,earthquake,8.2,1.8,us,us
380,2015-09-26 03:20:47.600000+00:00,-20.9551,169.0128,15.35,5.4,mb,us20003pa4,2022-08-01T07:58:35.174Z,"134 km ENE of Tadine, New Caledonia",earthquake,4.9,3.4,us,us
381,2015-09-26 03:03:20.490000+00:00,-30.7349,-71.5729,29.03,5.0,mb,us20003p9z,2015-12-28T23:08:40.040Z,"38 km WSW of Ovalle, Chile",earthquake,1.7,4.7,us,us
382,2015-09-26 02:51:18.830000+00:00,-30.8148,-71.3217,46.0,6.3,mww,us20003p9y,2022-08-01T07:57:37.147Z,"26 km SSW of Ovalle, Chile",earthquake,6.0,1.8,us,us
383,2015-09-25 22:58:40.260000+00:00,16.9923,145.896,16.02,5.2,mb,us20003p94,2022-05-03T17:32:23.348Z,"197 km N of Saipan, Northern Mariana Islands",earthquake,6.6,3.5,us,us
384,2015-09-25 08:47:47+00:00,1.2844,122.6907,6.57,5.0,mb,us20003nzc,2016-11-10T21:53:40.650Z,"92 km NNW of Gorontalo, Indonesia",earthquake,6.9,4.3,us,us
385,2015-09-24 16:13:25.740000+00:00,-30.7302,-71.3766,41.04,5.2,mww,us20003nrd,2022-08-01T07:44:51.992Z,"22 km SW of Ovalle, Chile",earthquake,5.7,4.0,us,us
386,2015-09-24 15:57:19.530000+00:00,-36.1551,-100.9621,10.1,5.2,mb,us20003nr5,2015-12-28T23:08:37.040Z,southeast of Easter Island,earthquake,12.8,4.4,us,us
387,2015-09-24 15:56:56.170000+00:00,-10.1917,160.5201,25.54,5.8,mww,us20003nr6,2022-08-01T07:43:51.849Z,"103 km ESE of Malango, Solomon Islands",earthquake,7.6,3.4,us,us
388,2015-09-24 15:53:27.740000+00:00,-0.6212,131.2622,18.0,6.6,mww,us20003nqr,2022-08-01T07:43:00.858Z,"28 km N of Sorong, Indonesia",earthquake,6.4,1.7,us,us
389,2015-09-24 13:48:58.480000+00:00,50.7832,-130.2084,10.0,5.7,mww,us20003nmz,2022-09-21T12:18:41.712Z,"221 km W of Port McNeill, Canada",earthquake,2.8,1.8,us,us
390,2015-09-23 18:47:51.350000+00:00,-38.2664,176.1333,181.22,5.0,mb,us20003nf0,2022-08-01T07:28:43.464Z,"17 km SW of Rotorua, New Zealand",earthquake,7.3,4.3,us,us
391,2015-09-23 16:18:37.930000+00:00,-5.9788,103.5743,11.28,5.4,mb,us20003ncu,2023-03-17T03:16:41.975Z,"193 km SW of Kotabumi, Indonesia",earthquake,7.0,3.2,us,us
392,2015-09-23 11:32:40.250000+00:00,-31.6191,-71.9505,10.0,5.0,mww,us20003nam,2022-08-01T07:24:40.775Z,"74 km W of Illapel, Chile",earthquake,6.0,1.8,us,us
393,2015-09-22 09:22:32.440000+00:00,-15.9668,168.1307,228.94,5.3,mb,us20003mtd,2022-08-01T07:07:22.086Z,"77 km E of Lakatoro, Vanuatu",earthquake,8.0,4.1,us,us
394,2015-09-22 07:13:00.520000+00:00,-31.4441,-71.2653,58.0,6.0,mww,us20003msd,2022-08-01T07:04:28.822Z,"22 km NNW of Illapel, Chile",earthquake,5.2,1.8,us,us
395,2015-09-22 04:03:14.730000+00:00,13.0875,51.123,10.0,5.2,mb,us20003mr8,2016-11-10T21:53:18.553Z,"130 km NNE of Caluula, Somalia",earthquake,6.6,1.8,us,us
396,2015-09-21 23:05:58.030000+00:00,-5.9857,151.4085,10.0,5.0,mb,us20003mn8,2015-12-21T23:16:30.040Z,"148 km ESE of Kimbe, Papua New Guinea",earthquake,7.6,1.8,us,us
397,2015-09-21 20:26:22.510000+00:00,-19.486,-173.3185,10.0,5.1,mb,us20003mkd,2015-12-21T23:16:30.040Z,"114 km ENE of Pangai, Tonga",earthquake,9.6,1.8,us,us
398,2015-09-21 19:56:08.690000+00:00,-31.7819,-71.6407,28.36,5.6,mww,us20003mjn,2022-05-03T17:31:59.074Z,"47 km WSW of Illapel, Chile",earthquake,3.9,3.1,us,us
399,2015-09-21 18:46:27.980000+00:00,-2.5907,138.7013,8.78,5.0,mb,us20003miv,2015-12-21T23:16:29.040Z,"214 km W of Abepura, Indonesia",earthquake,4.9,4.2,us,us
400,2015-09-21 18:36:53.520000+00:00,-31.0458,-71.82,26.95,5.5,mww,us20003mis,2022-05-03T18:13:30.596Z,"77 km SW of Ovalle, Chile",earthquake,5.6,3.1,us,us
401,2015-09-21 17:40:00.060000+00:00,-31.7275,-71.3792,35.0,6.6,mww,us20003mi0,2022-05-03T17:32:50.655Z,"22 km WSW of Illapel, Chile",earthquake,6.0,1.8,us,us
402,2015-09-21 15:37:08.040000+00:00,-31.0239,-71.7936,25.57,5.4,mww,us20003mgp,2022-05-03T18:13:29.035Z,"73 km SW of Ovalle, Chile",earthquake,4.2,3.2,us,us
403,2015-09-21 11:36:07.720000+00:00,-57.3074,147.7187,8.64,5.0,mb,us20003mf0,2016-11-10T21:53:05.277Z,west of Macquarie Island,earthquake,9.3,3.8,us,us
404,2015-09-21 05:39:34.910000+00:00,-31.5757,-71.7431,30.0,6.1,mww,us20003mcj,2022-05-03T19:04:47.576Z,"54 km W of Illapel, Chile",earthquake,3.8,1.7,us,us
405,2015-09-20 17:18:28.570000+00:00,-30.6249,-71.6818,35.0,5.0,mwr,us20003m80,2016-11-10T21:53:01.989Z,"46 km W of Ovalle, Chile",earthquake,3.2,1.9,us,guc
406,2015-09-20 09:02:32.500000+00:00,-30.2379,-72.2743,8.62,5.1,mwr,us20003m5c,2022-05-03T17:31:42.003Z,"95 km WSW of Coquimbo, Chile",earthquake,4.8,3.1,us,guc
407,2015-09-20 06:07:01.150000+00:00,-31.6769,-72.1565,13.06,5.1,mww,us20003m40,2022-08-01T06:38:10.587Z,"93 km W of Illapel, Chile",earthquake,3.6,3.6,us,us
408,2015-09-20 03:02:02.010000+00:00,-30.8468,-71.4623,45.46,5.0,mwr,us20003m30,2022-08-01T06:37:09.055Z,"37 km SW of Ovalle, Chile",earthquake,5.8,3.8,us,us
409,2015-09-19 13:08:57.760000+00:00,-30.5256,-72.1984,10.0,5.6,mww,us20003lv1,2022-08-01T06:29:29.233Z,"96 km W of Ovalle, Chile",earthquake,1.9,1.8,us,us
410,2015-09-19 12:52:20.920000+00:00,-32.3335,-72.0629,18.0,6.2,mww,us20003luw,2022-05-03T19:04:45.090Z,"79 km W of La Ligua, Chile",earthquake,4.9,1.8,us,us
411,2015-09-19 09:07:09.550000+00:00,-31.0999,-71.5902,28.0,5.7,mww,us20003lsq,2022-08-01T06:27:29.036Z,"66 km SW of Ovalle, Chile",earthquake,4.7,1.7,us,us
412,2015-09-19 08:34:35.590000+00:00,-6.0845,151.369,5.71,5.3,mb,us20003ls7,2022-05-03T17:32:49.583Z,"148 km ESE of Kimbe, Papua New Guinea",earthquake,7.4,1.3,us,us
413,2015-09-19 08:31:24.620000+00:00,-30.1004,-72.2316,8.0,5.4,mww,us20003ls4,2022-05-03T17:31:22.935Z,"87 km W of Coquimbo, Chile",earthquake,4.7,1.8,us,us
414,2015-09-19 05:36:02.390000+00:00,-6.0125,151.5015,47.03,5.1,mb,us20003lqx,2015-12-21T23:16:23.040Z,"159 km ESE of Kimbe, Papua New Guinea",earthquake,7.9,6.1,us,us
415,2015-09-19 05:06:47.500000+00:00,-29.6411,-72.077,6.0,6.1,mww,us20003lql,2022-05-03T19:04:46.281Z,"79 km WNW of Coquimbo, Chile",earthquake,4.6,1.7,us,us
416,2015-09-19 04:33:48.160000+00:00,-30.3796,-72.7513,10.0,5.0,mb,us20003lpz,2022-08-01T06:23:50.564Z,"143 km WSW of Coquimbo, Chile",earthquake,4.3,1.7,us,us
417,2015-09-19 00:48:34.410000+00:00,3.5558,126.9805,28.96,5.1,mb,us20003lnl,2016-11-10T21:52:42.576Z,"232 km NNW of Tobelo, Indonesia",earthquake,7.0,4.0,us,us
418,2015-09-19 00:28:04.310000+00:00,-22.0982,169.9667,23.81,5.0,mwr,us20003lnf,2016-11-10T21:52:41.493Z,"224 km ESE of Tadine, New Caledonia",earthquake,7.7,3.8,us,us
419,2015-09-18 15:59:42.640000+00:00,15.2767,-45.9886,10.0,6.0,mww,us20003lc6,2022-05-03T19:14:36.548Z,northern Mid-Atlantic Ridge,earthquake,9.4,1.8,us,us
420,2015-09-18 13:51:17+00:00,-31.439,-71.807,30.1,5.2,mwr,us20003l83,2022-08-01T06:18:15.910Z,"64 km WNW of Illapel, Chile",earthquake,4.6,4.5,guc,guc
421,2015-09-18 09:10:44.730000+00:00,-32.3681,-72.2292,8.0,6.2,mww,us20003l5d,2022-05-03T17:31:21.790Z,"92 km NW of Valparaíso, Chile",earthquake,4.4,1.7,us,us
422,2015-09-18 08:18:17.860000+00:00,-32.2292,-72.3678,6.0,5.6,mww,us20003l55,2016-11-10T21:52:33.779Z,"109 km WNW of La Ligua, Chile",earthquake,5.3,1.8,us,us
423,2015-09-18 04:24:02.080000+00:00,-31.3611,-72.0302,5.69,5.0,mww,us20003l3e,2015-12-21T23:16:19.040Z,"Off the coast of Coquimbo, Chile",earthquake,2.1,2.7,us,us
424,2015-09-17 23:55:00.710000+00:00,-31.8294,-72.3019,10.0,5.1,mwr,us20003l0y,2022-08-01T06:10:43.097Z,"109 km W of Illapel, Chile",earthquake,5.4,1.8,us,guc
