,time,latitude,longitude,depth,mag,magType,id,updated,place,type,horizontalError,depthError,locationSource,magSource
841,2015-06-24 22:06:31.810000+00:00,-35.1005,-179.282,10.0,5.0,mb,us10002lgm,2015-09-01T00:53:56.040Z,east of the North Island of New Zealand,earthquake,7.2,1.8,us,us
842,2015-06-24 19:12:55.110000+00:00,41.8266,88.4781,33.7,5.0,mwb,us10002lfa,2022-07-31T14:48:36.696Z,"137 km SSW of Turpan, China",earthquake,7.8,3.4,us,us
843,2015-06-24 09:00:41.140000+00:00,-32.2776,-178.0534,10.0,5.0,mb,us10002lbw,2015-09-01T00:53:56.040Z,south of the Kermadec Islands,earthquake,9.6,1.8,us,us
844,2015-06-23 12:22:20.410000+00:00,27.6475,140.0686,470.67,5.6,mb,us20002w0x,2022-05-03T17:27:22.061Z,"Bonin Islands, Japan region",earthquake,10.9,8.5,us,us
845,2015-06-23 12:19:29.160000+00:00,27.707,139.7745,462.13,5.5,mb,us20002w0y,2022-05-03T18:49:57.638Z,"Bonin Islands, Japan region",earthquake,9.8,7.6,us,us
846,2015-06-23 12:18:30.270000+00:00,27.7375,139.7254,460.0,6.5,mww,us10002l37,2022-07-31T14:41:46.908Z,"Bonin Islands, Japan region",earthquake,8.6,1.9,us,us
847,2015-06-23 08:59:55.770000+00:00,-19.5686,-175.0399,138.0,5.5,mwb,us10002l2m,2022-07-31T14:40:56.491Z,"76 km WNW of Pangai, Tonga",earthquake,7.9,1.8,us,us
848,2015-06-22 11:42:07.440000+00:00,-21.7797,-68.1744,122.04,5.1,mwr,us10002ku9,2015-09-01T00:53:54.040Z,"107 km NE of Calama, Chile",earthquake,5.9,4.9,us,guc
849,2015-06-21 21:28:16.270000+00:00,-20.4307,-178.3276,562.61,6.0,mww,us10002kra,2022-05-03T18:49:50.129Z,Fiji region,earthquake,9.1,3.7,us,us
850,2015-06-20 23:39:09.510000+00:00,-23.5295,-177.0845,151.0,5.9,mww,us10002kld,2022-05-03T17:26:17.303Z,south of the Fiji Islands,earthquake,8.0,1.8,us,us
851,2015-06-20 19:52:43.900000+00:00,34.3082,26.2262,15.25,5.0,mb,us10002kjx,2015-09-01T00:53:52.040Z,"89 km SSE of Ierápetra, Greece",earthquake,5.7,3.3,us,us
852,2015-06-20 05:32:08.810000+00:00,-59.6293,-26.5027,50.11,5.7,mww,us10002kfg,2022-05-03T18:49:48.968Z,South Sandwich Islands region,earthquake,10.0,3.9,us,us
853,2015-06-20 05:22:17.840000+00:00,-36.3656,-73.7481,4.58,5.5,mww,us10002kfc,2022-07-31T14:11:32.840Z,"69 km NW of Talcahuano, Chile",earthquake,8.3,3.5,us,us
854,2015-06-20 02:10:07.100000+00:00,-36.3601,-73.812,11.0,6.4,mww,us10002ke8,2022-05-03T17:26:05.245Z,"74 km WNW of Talcahuano, Chile",earthquake,7.1,1.7,us,us
855,2015-06-19 08:09:53.370000+00:00,26.9542,143.8264,10.0,5.3,mb,us10002k6u,2015-09-01T00:53:50.040Z,"Bonin Islands, Japan region",earthquake,9.1,1.8,us,us
856,2015-06-18 08:28:57.090000+00:00,21.7519,143.1192,291.33,5.1,mb,us10002jxj,2015-09-01T00:53:49.040Z,Mariana Islands region,earthquake,9.3,5.6,us,us
857,2015-06-18 07:28:55.190000+00:00,-19.1355,169.6209,24.41,5.4,mwc,us10002jx7,2022-05-03T18:27:41.904Z,"57 km NE of Isangel, Vanuatu",earthquake,7.6,4.4,us,gcmt
858,2015-06-18 03:28:08+00:00,51.3062,178.8343,46.31,5.0,mb,us10002jw6,2023-07-26T19:43:31.011Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.1,5.0,us,us
859,2015-06-17 12:51:32.790000+00:00,-35.3639,-17.1605,10.0,7.0,mww,us20002qn7,2022-05-03T18:49:47.071Z,southern Mid-Atlantic Ridge,earthquake,10.7,1.7,us,us
860,2015-06-16 06:17:01.180000+00:00,-20.3944,-179.0024,656.0,5.9,mww,us20002q6u,2022-05-03T18:49:45.782Z,Fiji region,earthquake,8.8,1.9,us,us
861,2015-06-15 22:09:50.400000+00:00,-9.4949,125.2122,10.0,5.0,mb,us20002q3f,2015-08-20T00:43:59.040Z,"20 km SSW of Suai, Timor Leste",earthquake,6.4,1.8,us,us
862,2015-06-15 21:04:24.670000+00:00,4.1537,125.8447,136.0,5.7,mww,us20002q2b,2022-05-03T18:49:44.499Z,"144 km SSE of Sarangani, Philippines",earthquake,7.3,1.9,us,us
863,2015-06-15 17:40:53.930000+00:00,-9.742,125.2517,20.0,5.8,mww,us20002pyz,2022-07-31T13:17:12.685Z,"47 km S of Suai, Timor Leste",earthquake,7.2,0.8,us,us
864,2015-06-14 06:19:44.380000+00:00,-11.4131,163.3139,16.41,5.0,mb,us20002ppz,2015-08-20T00:43:57.040Z,"185 km SE of Kirakira, Solomon Islands",earthquake,6.4,4.0,us,us
865,2015-06-13 23:45:45.130000+00:00,-0.2268,124.4263,64.21,5.1,mb,us20002pnz,2015-08-20T00:43:56.040Z,"173 km ESE of Gorontalo, Indonesia",earthquake,6.7,5.5,us,us
866,2015-06-13 17:09:02.680000+00:00,-35.0536,-107.2483,10.0,5.1,mb,us20002pn2,2015-08-20T00:43:56.040Z,southern East Pacific Rise,earthquake,14.7,1.8,us,us
867,2015-06-13 07:08:59.170000+00:00,-3.2325,143.8859,8.0,5.4,mwb,us20002pln,2022-05-03T17:26:00.125Z,"44 km NE of Wewak, Papua New Guinea",earthquake,7.7,1.7,us,us
868,2015-06-13 05:03:43.720000+00:00,13.8112,120.6866,137.22,5.0,mb,us20002pl7,2022-07-31T12:49:07.060Z,"4 km SSW of Hukay, Philippines",earthquake,8.8,5.0,us,us
869,2015-06-13 03:17:24.080000+00:00,-24.5961,-176.159,22.0,5.5,mww,us20002pky,2022-05-03T15:27:37.229Z,south of the Fiji Islands,earthquake,9.2,1.8,us,us
870,2015-06-13 01:14:57.219000+00:00,56.5127,-156.473,76.5,5.2,mb,ak0157j8th15,2023-07-26T19:24:40.112Z,"121 km E of Chignik, Alaska",earthquake,,1.9,ak,ak
871,2015-06-12 18:29:30.290000+00:00,14.0119,93.5776,48.57,5.2,mb,us20002pfu,2022-05-03T17:25:58.592Z,"272 km NNE of Bamboo Flat, India",earthquake,6.4,2.6,us,us
872,2015-06-12 18:29:15.950000+00:00,6.2053,116.6814,7.25,5.3,mb,us20002pfr,2022-07-31T12:38:39.395Z,"27 km N of Ranau, Malaysia",earthquake,6.9,3.2,us,us
873,2015-06-12 17:30:14.590000+00:00,-5.5183,152.0009,38.49,5.3,mb,us20002pff,2022-05-03T17:25:51.539Z,"133 km SSW of Kokopo, Papua New Guinea",earthquake,6.2,4.6,us,us
874,2015-06-12 11:07:08.040000+00:00,-15.6758,-173.0098,48.0,6.0,mww,us20002pak,2022-07-31T12:35:57.659Z,"89 km ENE of Hihifo, Tonga",earthquake,7.0,1.8,us,us
875,2015-06-12 02:36:25.200000+00:00,-20.792,-174.2104,10.0,5.0,mb,us20002p88,2015-08-20T00:43:54.040Z,"96 km ENE of Kolonga, Tonga",earthquake,9.2,1.7,us,us
876,2015-06-11 18:46:26.880000+00:00,8.0202,126.7287,46.33,5.0,mb,us20002p4f,2015-08-20T00:43:54.040Z,"31 km E of Santa Maria, Philippines",earthquake,8.4,5.2,us,us
877,2015-06-11 16:04:12.560000+00:00,12.9945,146.2829,19.9,5.3,mb,us20002p1q,2015-08-20T00:43:54.040Z,"162 km ESE of Yigo Village, Guam",earthquake,8.3,1.2,us,us
878,2015-06-11 09:19:23.300000+00:00,29.794,131.4189,36.9,5.1,mb,us20002nxu,2015-08-20T00:43:53.040Z,"98 km ESE of Koshima, Japan",earthquake,7.1,5.3,us,us
879,2015-06-11 04:56:32.160000+00:00,39.6101,143.2414,10.0,5.4,mwc,us20002nwq,2016-11-10T21:47:59.941Z,"111 km E of Miyako, Japan",earthquake,5.9,1.8,us,gcmt
880,2015-06-11 04:51:24.140000+00:00,39.608,143.3457,5.72,5.7,mww,us20002nwm,2022-05-03T18:49:42.026Z,"120 km E of Miyako, Japan",earthquake,6.7,3.2,us,us
881,2015-06-11 04:45:29.730000+00:00,39.672,143.331,10.49,5.7,mww,us20002nwl,2022-05-03T18:49:43.287Z,"119 km E of Miyako, Japan",earthquake,6.5,2.8,us,us
882,2015-06-10 22:01:29.980000+00:00,-10.5215,120.7255,35.0,5.1,mb,us20002nts,2022-05-03T17:25:50.012Z,"108 km SSE of Waingapu, Indonesia",earthquake,6.1,1.9,us,us
883,2015-06-10 15:46:47.250000+00:00,-3.6942,152.1739,10.0,5.0,mb,us20002nn2,2022-05-03T17:27:20.846Z,"55 km N of Rabaul, Papua New Guinea",earthquake,5.2,1.9,us,us
884,2015-06-10 13:52:09.770000+00:00,-22.4,-68.4323,124.0,6.0,mww,us20002nkt,2022-07-31T12:15:02.300Z,"50 km E of Calama, Chile",earthquake,6.5,1.8,us,us
885,2015-06-10 10:15:52.460000+00:00,-18.2861,-178.0123,547.66,5.0,mb,us20002njk,2015-08-10T13:08:28.040Z,"283 km E of Levuka, Fiji",earthquake,9.9,5.6,us,us
886,2015-06-10 08:33:03.780000+00:00,39.6795,143.319,30.96,5.8,mww,us20002nj8,2022-05-03T17:25:37.937Z,"118 km E of Miyako, Japan",earthquake,6.8,3.8,us,us
887,2015-06-09 21:49:46.700000+00:00,35.04,26.79,16.0,5.4,mww,us20002ney,2022-07-31T12:09:35.548Z,"43 km SSW of Fry, Greece",earthquake,5.0,3.0,ath,us
888,2015-06-09 19:23:55.190000+00:00,74.5705,8.4145,7.33,5.0,mb,us20002nc4,2015-08-10T13:08:27.040Z,Greenland Sea,earthquake,6.3,3.4,us,us
889,2015-06-09 18:43:18.360000+00:00,-23.9408,-176.0816,10.0,5.0,mb,us10002k9c,2015-08-10T13:08:27.040Z,south of the Fiji Islands,earthquake,12.3,1.9,us,us
890,2015-06-09 18:09:54.850000+00:00,-22.9992,-176.2239,35.0,5.0,mb,us10002k8z,2015-08-10T13:08:27.040Z,"226 km SW of ‘Ohonua, Tonga",earthquake,11.5,2.0,us,us
891,2015-06-09 13:17:23+00:00,-32.3433,-111.0652,14.95,5.1,mb,us20002n9e,2015-08-10T13:08:26.040Z,southern East Pacific Rise,earthquake,11.2,3.3,us,us
892,2015-06-09 06:41:38.740000+00:00,-35.3695,-105.8146,10.0,5.4,mwb,us20002n6e,2016-11-10T21:47:54.268Z,southern East Pacific Rise,earthquake,10.8,1.8,us,us
893,2015-06-09 01:09:03+00:00,38.62,23.39,13.0,5.3,mww,us20002n56,2022-05-03T18:49:58.938Z,"13 km E of Malesína, Greece",earthquake,3.8,3.5,ath,us
894,2015-06-09 00:16:44.560000+00:00,-56.032,-143.8281,10.0,5.6,mwc,us20002nem,2022-05-03T17:25:36.426Z,Pacific-Antarctic Ridge,earthquake,15.8,1.9,us,gcmt
895,2015-06-08 15:01:03.520000+00:00,-15.1753,-173.004,10.0,5.3,mb,us20002mxy,2022-05-03T17:25:35.002Z,"121 km NE of Hihifo, Tonga",earthquake,7.3,1.7,us,us
896,2015-06-08 14:04:57.420000+00:00,13.0215,146.1496,32.07,5.0,mb,us20002mxg,2015-08-10T13:08:25.040Z,"148 km ESE of Yigo Village, Guam",earthquake,7.0,4.6,us,us
897,2015-06-08 10:47:20.930000+00:00,-2.5201,68.0056,10.0,5.1,mb,us20002mwk,2015-08-10T13:08:25.040Z,Carlsberg Ridge,earthquake,8.5,1.7,us,us
898,2015-06-08 06:01:08.300000+00:00,41.5615,142.0308,42.0,6.1,mww,us20002mvq,2022-07-31T11:50:57.369Z,"74 km ENE of Mutsu, Japan",earthquake,6.8,1.9,us,us
899,2015-06-07 18:06:45.690000+00:00,1.59,-90.8197,10.0,5.0,mb,us20002mss,2015-08-10T13:08:23.040Z,"263 km NNW of Puerto Ayora, Ecuador",earthquake,9.3,1.8,us,us
900,2015-06-07 00:09:44.050000+00:00,12.1588,144.0143,12.61,5.1,mb,us20002mmx,2015-08-10T13:08:22.040Z,"141 km SSW of Merizo Village, Guam",earthquake,8.5,2.0,us,us
901,2015-06-06 20:22:32.440000+00:00,-2.2748,138.8773,46.29,5.2,mb,us20002mld,2022-05-03T17:25:27.610Z,"198 km W of Abepura, Indonesia",earthquake,7.9,5.0,us,us
902,2015-06-05 20:02:54+00:00,-34.8726,-107.6523,5.76,5.4,mwb,us20002mfl,2016-11-10T21:47:51.491Z,southern East Pacific Rise,earthquake,13.5,4.2,us,us
903,2015-06-05 14:54:00.970000+00:00,-37.1708,78.1817,10.0,5.6,mww,us20002mbq,2022-05-03T17:25:13.303Z,Mid-Indian Ridge,earthquake,7.0,1.8,us,us
904,2015-06-05 08:24:34.730000+00:00,-28.8281,-176.0104,10.0,5.0,mb,us20002m8t,2015-08-10T13:08:20.040Z,Kermadec Islands region,earthquake,7.5,1.7,us,us
905,2015-06-04 23:15:43.910000+00:00,5.9867,116.5409,10.0,6.0,mww,us20002m5s,2024-05-23T16:44:30.547Z,"14 km WNW of Ranau, Malaysia",earthquake,5.1,1.6,us,us
906,2015-06-04 21:46:19.540000+00:00,27.9568,142.9793,8.54,5.0,mb,us20002m4t,2015-08-10T13:08:20.040Z,"Bonin Islands, Japan region",earthquake,7.7,3.4,us,us
907,2015-06-04 10:51:37.390000+00:00,12.938,146.0787,16.64,5.0,mb,us20002lzg,2015-08-10T13:08:19.040Z,"144 km ESE of Yigo Village, Guam",earthquake,8.2,3.7,us,us
908,2015-06-03 06:59:51.860000+00:00,-19.6353,-179.0702,655.95,5.0,mb,us20002ljp,2015-08-08T00:50:11.040Z,"242 km SE of Levuka, Fiji",earthquake,9.3,6.1,us,us
909,2015-06-02 20:20:43.600000+00:00,-30.6724,-178.182,15.54,5.0,mb,us20002lfd,2015-08-08T00:50:05.040Z,"Kermadec Islands, New Zealand",earthquake,7.3,3.6,us,us
910,2015-06-02 00:11:09.840000+00:00,-16.8233,-14.205,10.0,5.1,mb,us20002l51,2015-08-08T00:49:53.040Z,southern Mid-Atlantic Ridge,earthquake,10.8,1.8,us,us
911,2015-06-01 22:52:31.870000+00:00,51.259,-178.0391,35.0,5.1,mb,us20002l4q,2023-08-18T17:06:13.868Z,"119 km SW of Adak, Alaska",earthquake,4.8,1.9,us,us
912,2015-06-01 20:11:30.610000+00:00,44.4971,-129.9582,10.0,5.9,mww,us20002l3n,2022-05-03T18:49:39.573Z,off the coast of Oregon,earthquake,8.1,1.8,us,us
913,2015-06-01 14:07:50.200000+00:00,4.6521,95.5695,73.45,5.0,mb,us20002l18,2022-07-31T10:46:22.604Z,"83 km NW of Meulaboh, Indonesia",earthquake,8.3,5.6,us,us
914,2015-06-01 12:57:52.480000+00:00,86.1076,31.685,10.0,5.2,mb,us20002l0w,2015-08-08T00:49:45.040Z,north of Svalbard,earthquake,8.3,1.8,us,us
915,2015-06-01 10:46:27.260000+00:00,44.5389,-129.6521,10.0,5.4,mww,us20002l01,2022-07-31T10:42:26.461Z,off the coast of Oregon,earthquake,8.6,1.9,us,us
916,2015-06-01 10:28:46.010000+00:00,-6.0775,130.7012,109.3,5.1,mb,us20002kzy,2015-08-08T00:49:42.040Z,"232 km WSW of Tual, Indonesia",earthquake,7.0,5.0,us,us
917,2015-06-01 06:54:10.800000+00:00,44.1977,-129.8272,10.0,5.2,mb,us20002pax,2015-08-08T00:49:39.040Z,off the coast of Oregon,earthquake,8.9,1.9,us,us
918,2015-06-01 06:52:41.340000+00:00,44.4584,-129.8114,10.0,5.8,mww,us20002kxa,2022-07-31T10:40:35.643Z,off the coast of Oregon,earthquake,8.0,1.8,us,us
919,2015-05-31 18:07:50.240000+00:00,51.2491,178.1564,44.35,5.1,mb,us20002kua,2023-07-26T18:47:56.938Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.6,5.4,us,us
920,2015-05-31 16:08:27.680000+00:00,-19.9421,-70.9093,20.0,5.0,mww,us20002ktz,2015-08-08T00:49:31.040Z,"84 km WNW of Iquique, Chile",earthquake,3.8,1.9,us,us
921,2015-05-31 06:40:53.880000+00:00,-7.3677,154.8464,10.0,5.0,mb,us20002ksc,2015-08-08T00:49:26.040Z,"136 km SSW of Panguna, Papua New Guinea",earthquake,7.4,1.5,us,us
922,2015-05-30 20:57:22.510000+00:00,-4.7858,103.0184,40.33,5.3,mb,us20002kqi,2023-03-16T12:53:35.262Z,"87 km SSW of Pagar Alam, Indonesia",earthquake,6.4,4.6,us,us
923,2015-05-30 20:36:18.350000+00:00,38.4463,73.018,96.62,5.4,mb,us20002kq7,2022-07-31T10:20:29.737Z,"88 km WNW of Murghob, Tajikistan",earthquake,5.5,4.6,us,us
924,2015-05-30 18:49:07.340000+00:00,30.7856,142.9722,6.05,6.2,mww,us20002kpm,2022-07-31T10:19:26.641Z,"Izu Islands, Japan region",earthquake,6.3,2.5,us,us
925,2015-05-30 17:18:35.040000+00:00,-15.7216,-173.3817,10.0,6.0,mwc,us20002kp6,2022-07-31T10:18:34.756Z,"51 km ENE of Hihifo, Tonga",earthquake,4.1,1.7,us,gcmt
926,2015-05-30 17:10:23.170000+00:00,-0.4258,135.7124,10.0,5.1,mb,us20002kp2,2015-08-08T00:49:18.040Z,"87 km NNW of Insrom, Indonesia",earthquake,7.9,1.7,us,us
927,2015-05-30 11:23:02.110000+00:00,27.8386,140.4931,664.0,7.8,mww,us20002ki3,2022-05-03T17:24:11.194Z,"Bonin Islands, Japan region",earthquake,9.2,1.9,us,us
928,2015-05-30 09:21:51.150000+00:00,44.82,150.034,37.18,5.0,mb,us20002khw,2015-08-08T00:49:13.040Z,"175 km ESE of Kuril’sk, Russia",earthquake,7.0,5.1,us,us
929,2015-05-30 06:26:05+00:00,1.22,-79.57,13.0,5.3,mww,us20002kha,2022-07-31T10:15:01.779Z,"30 km NNE of Esmeraldas, Ecuador",earthquake,7.2,3.2,qui,us
930,2015-05-29 08:40:13.230000+00:00,-47.3578,99.9237,10.0,5.9,mwc,us20002ka2,2022-05-03T18:27:21.893Z,southeast Indian Ridge,earthquake,10.7,1.8,us,gcmt
931,2015-05-29 07:00:09.634000+00:00,56.594,-156.4301,72.6,6.8,mw,ak0156uj8rk3,2023-07-26T18:35:56.724Z,"117 km SSE of Ugashik, Alaska",earthquake,,0.8,ak,ak
932,2015-05-29 04:28:16+00:00,-28.216,-70.649,43.8,5.2,mww,us20002k8v,2022-07-31T10:03:51.955Z,"41 km NNE of Vallenar, Chile",earthquake,6.8,3.9,guc,us
933,2015-05-26 23:51:30.880000+00:00,-58.718,-25.2364,35.0,5.4,mb,us10002cch,2022-05-03T17:23:56.124Z,South Sandwich Islands region,earthquake,5.8,1.8,us,us
934,2015-05-26 23:41:40.800000+00:00,-58.7355,-25.2138,35.0,5.7,mwc,us10002ccf,2022-05-03T18:27:18.685Z,South Sandwich Islands region,earthquake,11.8,1.9,us,gcmt
935,2015-05-26 23:26:58.710000+00:00,-58.6445,-25.1788,32.0,5.4,mwb,us10002ccb,2022-05-03T17:23:54.867Z,South Sandwich Islands region,earthquake,9.7,1.7,us,us
936,2015-05-26 16:42:33.040000+00:00,-0.3277,135.7341,15.0,5.8,mww,us10002c8s,2022-05-03T17:23:52.463Z,"96 km NNW of Insrom, Indonesia",earthquake,6.8,1.8,us,us
937,2015-05-26 16:38:27.740000+00:00,-0.3871,135.7242,10.0,5.1,mb,us10002c8d,2022-05-03T17:23:51.174Z,"90 km NNW of Insrom, Indonesia",earthquake,5.8,1.8,us,us
938,2015-05-26 10:32:03.350000+00:00,-22.057,-68.5076,124.0,5.6,mww,us10002c5j,2022-07-31T09:23:38.983Z,"61 km NE of Calama, Chile",earthquake,5.3,1.8,us,us
939,2015-05-25 17:48:43.920000+00:00,-51.8469,139.2734,10.0,5.2,mb,us10002c1s,2015-07-29T01:35:44.040Z,western Indian-Antarctic Ridge,earthquake,10.5,1.8,us,us
940,2015-05-25 16:20:27.510000+00:00,-35.2225,-104.2844,10.0,5.3,mwb,us10002c1g,2016-11-10T21:47:43.171Z,southeast of Easter Island,earthquake,14.4,1.8,us,us
941,2015-05-25 10:01:44.160000+00:00,-25.7885,-175.9843,27.44,5.3,mb,us10002c07,2015-07-29T01:35:43.040Z,south of Tonga,earthquake,8.2,4.1,us,us
942,2015-05-25 06:37:40.890000+00:00,41.8504,135.3922,385.81,5.1,mb,us10002bzt,2022-07-31T09:04:23.238Z,"169 km SE of Preobrazheniye, Russia",earthquake,7.3,5.1,us,us
943,2015-05-25 05:28:08.100000+00:00,35.995,139.6134,38.74,5.1,mwr,us10002bzr,2022-08-07T08:03:18.220Z,"2 km N of Ageoshimo, Japan",earthquake,5.3,4.1,us,us
944,2015-05-25 04:48:21.710000+00:00,-6.419,155.0034,44.0,5.4,mwb,us10002bzl,2016-11-10T21:47:42.602Z,"54 km WSW of Panguna, Papua New Guinea",earthquake,7.5,1.8,us,us
945,2015-05-25 02:06:24.830000+00:00,-16.789,-14.2159,10.0,5.2,mb,us10002bz3,2015-07-29T01:35:41.040Z,southern Mid-Atlantic Ridge,earthquake,8.5,1.8,us,us
946,2015-05-24 23:59:47.140000+00:00,7.3442,-36.3917,10.0,5.2,mwb,us10002byt,2015-07-29T01:35:41.040Z,central Mid-Atlantic Ridge,earthquake,10.3,1.8,us,us
947,2015-05-24 21:06:41.140000+00:00,-59.653,-26.4546,34.0,5.8,mww,us10002byb,2022-05-03T17:23:47.337Z,South Sandwich Islands region,earthquake,6.2,1.8,us,us
948,2015-05-24 14:38:59.510000+00:00,-19.3933,-175.9627,10.0,6.2,mww,us10002bx8,2022-05-03T18:27:17.149Z,"175 km WNW of Pangai, Tonga",earthquake,7.6,1.7,us,us
949,2015-05-24 04:53:23.630000+00:00,-16.855,-14.1708,10.0,6.3,mww,us10002bvx,2022-05-03T17:23:45.618Z,southern Mid-Atlantic Ridge,earthquake,7.8,1.6,us,us
950,2015-05-24 00:39:37.200000+00:00,-16.8041,-14.1759,10.0,5.0,mb,us10002bvd,2015-07-29T01:35:37.040Z,southern Mid-Atlantic Ridge,earthquake,12.2,1.9,us,us
951,2015-05-23 19:40:49.640000+00:00,-5.3925,131.1108,47.61,5.0,mb,us10002buw,2015-07-29T01:35:37.040Z,"183 km W of Tual, Indonesia",earthquake,7.0,5.7,us,us
952,2015-05-23 19:28:17.380000+00:00,-4.7846,152.5914,31.84,5.9,mww,us10002buu,2022-07-31T08:51:18.536Z,"60 km SE of Kokopo, Papua New Guinea",earthquake,6.2,2.5,us,us
953,2015-05-23 12:54:28.230000+00:00,-18.4587,-69.2062,115.18,5.1,mb,us10002btn,2022-07-31T08:48:24.256Z,"104 km SW of Curahuara de Carangas, Bolivia",earthquake,6.9,2.5,us,us
954,2015-05-23 00:39:27.910000+00:00,-11.0787,163.2711,10.0,5.3,mb,us10002bq5,2015-07-29T01:35:35.040Z,"163 km ESE of Kirakira, Solomon Islands",earthquake,8.4,1.8,us,us
955,2015-05-23 00:20:48.250000+00:00,-11.2645,163.4432,10.0,5.1,mb,us10002bpy,2015-07-29T01:35:35.040Z,"189 km ESE of Kirakira, Solomon Islands",earthquake,8.7,1.8,us,us
956,2015-05-22 23:59:33.770000+00:00,-11.1093,163.2154,10.0,6.8,mww,us10002bpw,2024-06-16T23:43:57.558Z,"159 km ESE of Kirakira, Solomon Islands",earthquake,7.6,1.7,us,us
957,2015-05-22 22:03:05.440000+00:00,-11.0926,163.3808,10.0,5.1,mb,us10002bns,2015-07-29T01:35:34.040Z,"174 km ESE of Kirakira, Solomon Islands",earthquake,7.4,1.7,us,us
958,2015-05-22 21:50:25.390000+00:00,-11.03,163.4873,10.0,5.3,mb,us20002laa,2015-07-29T01:35:34.040Z,"182 km ESE of Kirakira, Solomon Islands",earthquake,9.0,1.9,us,us
959,2015-05-22 21:45:19.480000+00:00,-11.0559,163.6959,11.19,6.9,mww,us10002bnk,2022-05-03T17:25:07.791Z,"205 km ESE of Kirakira, Solomon Islands",earthquake,7.2,3.1,us,us
960,2015-05-22 19:39:33.750000+00:00,-20.1892,-70.8373,17.15,5.3,mww,us10002bm8,2022-07-31T08:37:29.049Z,"71 km W of Iquique, Chile",earthquake,3.9,2.8,us,us
961,2015-05-22 18:47:42.980000+00:00,37.2925,-114.6546,4.0,5.3,ml,nn00495477,2022-05-03T18:27:15.534Z,"37 km SSW of Caliente, Nevada",earthquake,,1.9,nn,nn
962,2015-05-22 13:28:45.570000+00:00,28.6085,129.5308,4.8,5.3,mb,us10002bd8,2022-05-03T17:23:24.939Z,"27 km N of Naze, Japan",earthquake,6.0,3.8,us,us
963,2015-05-22 12:07:34.830000+00:00,-4.2085,142.2467,106.39,5.1,mb,us10002bd3,2015-07-29T01:35:33.040Z,"New Guinea, Papua New Guinea",earthquake,8.2,4.6,us,us
964,2015-05-22 10:23:40.950000+00:00,-7.9358,146.926,35.0,5.0,mb,us10002bca,2022-07-31T08:29:59.051Z,"70 km SSE of Wau, Papua New Guinea",earthquake,5.5,1.9,us,us
965,2015-05-21 19:32:57.730000+00:00,-9.8042,160.3336,5.0,5.7,mww,us10002b8f,2022-07-31T08:20:31.737Z,"58 km SE of Honiara, Solomon Islands",earthquake,7.7,1.7,us,us
966,2015-05-21 12:27:15.780000+00:00,-10.8495,163.6475,10.0,5.0,mb,us10002b3a,2015-07-29T01:35:30.040Z,"193 km ESE of Kirakira, Solomon Islands",earthquake,10.0,1.9,us,us
967,2015-05-20 23:01:42.380000+00:00,-10.9747,163.6863,10.0,5.1,mb,us10002b05,2015-07-23T01:04:15.040Z,"201 km ESE of Kirakira, Solomon Islands",earthquake,9.7,1.8,us,us
968,2015-05-20 22:48:53.420000+00:00,-10.8759,164.1694,11.0,6.8,mww,us10002b03,2022-05-03T18:25:16.927Z,"178 km W of Lata, Solomon Islands",earthquake,5.3,1.7,us,us
969,2015-05-20 22:34:29.690000+00:00,-3.0826,-77.5501,8.45,5.1,mb,us10002azw,2022-05-03T17:22:45.347Z,"97 km SE of Sucúa, Ecuador",earthquake,8.0,3.3,us,us
970,2015-05-20 17:20:44.020000+00:00,1.8239,126.3984,35.97,5.4,mww,us10002ay0,2022-07-31T08:12:04.061Z,"158 km NW of Ternate, Indonesia",earthquake,6.6,3.9,us,us
971,2015-05-20 03:31:42.550000+00:00,38.6418,70.1959,14.6,5.2,mww,us10002aq2,2022-07-31T08:05:20.033Z,"32 km SE of Darband, Tajikistan",earthquake,5.5,3.3,us,us
972,2015-05-20 00:30:54.700000+00:00,-19.3021,-175.5247,203.0,6.0,mww,us10002anx,2022-07-31T08:03:29.915Z,"135 km WNW of Pangai, Tonga",earthquake,8.2,1.8,us,us
973,2015-05-19 15:25:21.080000+00:00,-54.3312,-132.1618,7.2,6.7,mww,us10002aj3,2022-05-03T17:22:44.010Z,Pacific-Antarctic Ridge,earthquake,10.3,3.0,us,us
974,2015-05-19 13:54:56.470000+00:00,-18.6153,168.5853,50.0,5.8,mww,us10002aip,2022-07-31T07:58:52.143Z,"101 km SSE of Port-Vila, Vanuatu",earthquake,7.2,1.8,us,us
975,2015-05-19 10:14:10.530000+00:00,-16.8025,-14.1651,10.0,5.2,mb,us10002ahb,2015-07-23T01:04:10.040Z,southern Mid-Atlantic Ridge,earthquake,11.4,1.8,us,us
976,2015-05-18 20:42:25.370000+00:00,-5.4547,152.0874,47.05,5.0,mb,us10002abi,2022-05-03T17:27:38.367Z,"124 km S of Kokopo, Papua New Guinea",earthquake,8.1,5.9,us,us
977,2015-05-18 20:05:45.370000+00:00,14.4906,-91.8153,86.23,5.1,mb,us10002aah,2022-07-31T07:44:44.782Z,"14 km S of Génova, Guatemala",earthquake,7.0,4.0,us,us
